path,n_days,CR,AR,IR,MDD,mean,std,region,region_source,instruments,market,conf_path
/home/dgu/fin/others/02_agent/AlphaAgent/git_ignore_folder/RD-Agent_workspace/f09ef26d89e144b58fe1d5bc641ff09c/mlruns/636824886621287367/d2f546e1784a49fc8da9ca494059ddab/artifacts/portfolio_analysis/report_normal_1day.pkl,1210,0.1343001097057534,0.0265920391085925,0.5519213345441759,-0.0999535114990329,0.0001090697005965,0.0031370916682072,cn,mlflow_params,csi500,,
/home/dgu/fin/others/02_agent/AlphaAgent/git_ignore_folder/RD-Agent_workspace/3450b555fa7d4449b9a138df9cffebf3/mlruns/277519989855416851/7fc62cdc380c48f38598995bbf9f1986/artifacts/portfolio_analysis/report_normal_1day.pkl,968,0.0020957630528657,0.0005451688411073,0.0472060047885275,-0.1824020513737034,1.516752342447204e-05,0.0051005580962427,cn,mlflow_params,csi500,,
/home/dgu/fin/others/02_agent/AlphaAgent/git_ignore_folder/RD-Agent_workspace/7c2d6c0004394b528f3ad89670ce498f/mlruns/101300105586269181/32187ceaa1cd4930a576f230fb0e273d/artifacts/portfolio_analysis/report_normal_1day.pkl,968,-0.0259268274104355,-0.0068152556015365,-0.0199139310563154,-0.2128170465506551,-7.806515725512466e-06,0.0062230101602377,cn,mlflow_params,csi500,,
/home/dgu/fin/others/02_agent/AlphaAgent/git_ignore_folder/RD-Agent_workspace/ac623b8aeaaa4abdaac275068c6f0da2/mlruns/122769784356009443/0998ccb72fe9457fa73fd7fb1c187c36/artifacts/portfolio_analysis/report_normal_1day.pkl,968,-0.023316198413424,-0.0061229803900119,-0.036898852855347,-0.1761567271897139,-1.1707204014560055e-05,0.0050366363136301,cn,mlflow_params,csi500,,
/home/dgu/fin/others/02_agent/AlphaAgent/git_ignore_folder/RD-Agent_workspace/31188d2b59a046a0a4a8395c36a4ebec/mlruns/678682157166657899/fb6a002cbf514fdd81f95d644b4727c6/artifacts/portfolio_analysis/report_normal_1day.pkl,968,-0.0964400094673179,-0.0260553903713548,-0.3088116627354388,-0.1750355308586496,-9.32751094803042e-05,0.0047948203965721,cn,mlflow_params,csi500,,
/home/dgu/fin/others/02_agent/AlphaAgent/git_ignore_folder/RD-Agent_workspace/7199b9e0b6f84a278f1c1ac3da49c964/mlruns/876033114338096939/ab815bc4d9fc45df80ea6064fa230920/artifacts/portfolio_analysis/report_normal_1day.pkl,968,-0.1615207123572754,-0.0448255073914476,-0.3751362184367692,-0.2463428810428845,-0.0001592758706665,0.0067400211911239,cn,mlflow_params,csi500,,
