path,n_days,CR,AR,IR,MDD,mean,std,region,region_source,instruments,market,conf_path
/home/dgu/fin/AlphaAgent/results/2026-02-03_10-52-28-054644/backtest/df35fe4b89dd4a1388076be14a6b5f32/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028099,0.0093169081824642,0.1667789329699483,-0.1450558333717047,4.665788272085409e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_16-23-44-055585/backtest/5e65a9ff7a1d4fc897dca21a2f6d1eb6/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028126,0.0093169081824646,0.1667789329699483,-0.1450558333717052,4.6657882720854105e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_08-22-51-163476/backtest/3f537210dd394b4599e9505cd8b1e7d5/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028075,0.0093169081824635,0.166778932969948,-0.1450558333717037,4.665788272085388e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_09-17-13-261487/backtest/5c423378f80440abb51bd6931699c166/portfolio_analysis/report_normal_1day.pkl,1209,0.045496646602811,0.0093169081824644,0.1667789329699479,-0.1450558333717052,4.66578827208538e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_14-54-35-886669/backtest/1b38c6c858094d568f473b440ea18e9f/portfolio_analysis/report_normal_1day.pkl,1209,0.045496646602811,0.0093169081824644,0.1667789329699479,-0.1450558333717041,4.665788272085389e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_10-52-28-054644/backtest/d3c59f29921b48afaa2d1b7e7bd4b41a/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028148,0.0093169081824651,0.1667789329699478,-0.1450558333717027,4.665788272085396e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_17-23-06-199838/backtest/6448fa1306a7408494e177ccfa5bff17/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028119,0.0093169081824646,0.1667789329699478,-0.1450558333717048,4.665788272085381e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_14-03-29-794226/backtest/79d496338bf24c0ab1c6998cedcb2121/portfolio_analysis/report_normal_1day.pkl,1209,0.045496646602815,0.0093169081824651,0.1667789329699477,-0.1450558333717028,4.665788272085394e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_16-23-44-055585/backtest/510320b7dd4343a993ad6f48a5ad49b8/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028095,0.009316908182464,0.1667789329699477,-0.1450558333717049,4.66578827208539e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_09-17-13-261487/backtest/991088e516f641b0b25f66c8bf377339/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028095,0.009316908182464,0.1667789329699477,-0.1450558333717042,4.665788272085395e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_17-23-06-199838/backtest/6c57e054f1a04e3584079661273919b4/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028148,0.0093169081824651,0.1667789329699477,-0.1450558333717042,4.665788272085389e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_06-34-23-012819/backtest/c9ea8f9f84a24f319f8e4daecbc1575d/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028137,0.0093169081824648,0.1667789329699475,-0.1450558333717033,4.665788272085385e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_17-23-06-199838/backtest/86b8bc240c0146b1a831aca44bad4728/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028123,0.0093169081824646,0.1667789329699475,-0.1450558333717047,4.665788272085374e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_14-03-29-794226/backtest/6512e6c4795c4d23957eb529f6810e4c/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028103,0.0093169081824642,0.1667789329699475,-0.1450558333717045,4.665788272085377e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_14-54-35-886669/backtest/b4e2292c210e4940a61897ac7f7a0483/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028103,0.0093169081824642,0.1667789329699475,-0.1450558333717044,4.665788272085381e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_16-23-44-055585/backtest/64b9111113004e4686c287c03b72486a/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028115,0.0093169081824644,0.1667789329699474,-0.1450558333717043,4.6657882720853725e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_08-22-51-163476/backtest/9219bf8e45974851aa5fcbe7b7e0ba6e/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028075,0.0093169081824635,0.1667789329699474,-0.1450558333717043,4.665788272085375e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_09-17-13-261487/backtest/3aae8b640ba44275a01fa3cb2b52a946/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028066,0.0093169081824635,0.1667789329699474,-0.1450558333717045,4.665788272085378e-05,0.004441034086809,,,,,
/home/dgu/fin/AlphaAgent/results/2026-02-03_08-22-51-163476/backtest/164d39a438914f6890fee258357a2414/portfolio_analysis/report_normal_1day.pkl,1209,0.0454966466028146,0.0093169081824651,0.1667789329699473,-0.1450558333717038,4.665788272085374e-05,0.004441034086809,,,,,
